track_id,album_id,album_title,artist_id,artist_name,track_date_recorded,track_genres,track_interest,track_number,track_title,artist_nacionality,track_price
10214,2522,When Eggs Burst,2435,Panicphobia,,Rock,806,2,About Stones and Gravity,Italiano,0.83
10215,2522,When Eggs Burst,2435,Panicphobia,,Rock,679,3,Shiâ€™miju-ai,Inglês,1.09
10225,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2,Free Matter for the Blind,,Compilation,104,0,excerpts from works by Eric Lyon &amp,Italiano,1.38
10226,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),10,Lucky Dragons,,Compilation,399,0,Painful Corazon,Alemão,0.91
10227,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2,Free Matter for the Blind,,Compilation,112,0,Ronald Regan,Espanhol,1.25
10228,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2,Free Matter for the Blind,,Compilation,131,0,A World of Sounds,Inglês,1.36
10229,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2,Free Matter for the Blind,,Compilation,126,0,A World of Sounds,Francês,1.24
10230,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),10,Lucky Dragons,,Compilation,1399,0,Function Boys,Mexicano,1.26
10231,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),18,Rock Paper Scissors,,Compilation,716,0,Feminist Short,Russo,1.17
10232,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),3,Clover,,Compilation,294,0,Technical Difficulties,Inglês,1.11
10233,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2,Free Matter for the Blind,,Compilation,111,0,Hitchhiker genes,Indiano,1.33
10234,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),22,Mr. California,,Compilation,892,0,Headache,Espanhol,1.02
10235,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),25,Robin Amer,,Compilation,123,0,A Day at the Field w/ the Corleone Sparrows,Australiano,0.87
10236,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),26,Bea McG,,Compilation,123,0,Kurosawa,Português,1.27
10237,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2438,Robert &amp,,,,,,Canadiano,0.95
10238,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),30,Prong Horned Fawn,,Compilation,147,0,Shadowgate,Japonês,1.07
10239,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),33,Sascha Wiseman,,Compilation,487,0,Heartbeat(s),Chinês,1.06
10240,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),33,Sascha Wiseman,,Compilation,745,0,Heartbeat(s),Americano,1.39
10241,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2439,Eric Carlson,,Compilation,294,0,Habitat,Australiano,1.03
10242,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),37,R. Bradbury,,Compilation,161,0,darktheywereandgoldeneyed,Americano,0.87
10243,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),18,Rock Paper Scissors,,Compilation,524,0,Yamaha Follies,Brasileiro,1.27
10244,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2,Free Matter for the Blind,,Compilation,277,0,Birds coyote space swamp,Espanhol,0.95
10245,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2,Free Matter for the Blind,,Compilation,87,0,Axl Flio at the D.P.,Alemão,1.19
10246,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),41,Field Recorder,,Compilation,1090,0,Mayan Church,Russo,0.72
10247,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),43,Rob Ot,,Compilation,1172,0,Yumi Yumi,Chinês,0.93
10248,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),41,Field Recorder,,Compilation,147,0,~,Brasileiro,1.35
10249,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),42,JayDee,,Compilation,323,0,Tree Symphony,Inglês,0.94
10250,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),42,JayDee,,Compilation,7400,0,Tree Symphony,Português,0.92
10251,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2441,C. Rockefeller &amp,,,,,,Americano,1.1
10252,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),45,Ashanti Alston,,Compilation,209,0,live at D.A.R.E,Indiano,1.01
10253,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2443,R. Reege &amp,,,,,,Russo,0.74
10254,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),48,Mrs. Panacea Pussycat,,Compilation,152,0,live at D. Palace,Russo,0.94
10255,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),49,E. Talley,,Compilation,135,0,My Lie,Italiano,0.98
10256,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),49,E. Talley,,Compilation,248,0,Ninjaus 4Track,Francês,0.9
10257,2524,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),2,Free Matter for the Blind,,Compilation,118,0,Track 33,Francês,1.18
10259,158,Gench Concert Archives Vol. I,118,Thomas Dimuzio/Scott Arford/Chris Fitzpatrick,,Electronic,721,0,20041009 Oakland, CA,Indiano,1.21
10260,158,Gench Concert Archives Vol. I,2440,Thomas Dimuzio &amp,,,,,,Espanhol,0.78
10261,158,Gench Concert Archives Vol. I,2442,Thomas Dimuzio,,Electronic,1119,0,20050217 San Francisco, CA,Alemão,0.96
10262,158,Gench Concert Archives Vol. I,2442,Thomas Dimuzio,,Electronic,610,0,20050527 Oakland, CA,Espanhol,1.32
10263,158,Gench Concert Archives Vol. I,2444,Thomas Dimuzio &amp,,,,,,Japonês,1.02
10264,158,Gench Concert Archives Vol. I,115,Thomas Dimuzio,,Electronic,1496,0,20031023 New York, NY,Inglês,0.88
10265,158,Gench Concert Archives Vol. I,2445,Thomas Dimuzio &amp,,,,,,Italiano,0.9
10269,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,234,0,A World of Sound,Francês,1.35
10270,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),8,Andres Ammer and FM Einheit,,Compilation,227,0,excerpt from Radio Inferno,Espanhol,0.88
10272,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,259,0,Travel Through Providence Palace,Japonês,0.73
10277,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),10,Lucky Dragons,,Compilation,1695,0,Many Hollys,Chinês,1.05
10278,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,262,0,Repression &amp,Canadiano,1.05
10279,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),24,Marc Israel,,Compilation,487,0,Strange Things Happening,Indiano,1.17
10280,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,138,0,Track 12,Russo,0.9
10281,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,356,0,Albuquerque Sunsey on Route 66,Francês,0.98
10282,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2439,Eric Carlson,,Compilation,14702,0,Tunnel Birds,Alemão,0.93
10283,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),32,Jenny Asarnow,,Compilation,363,0,from Out In Space - Riverside Drive,Russo,0.71
10285,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2439,Eric Carlson,,Compilation,453,0,Train tunnel, Scott County, Virginia,Alemão,0.79
10286,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,546,0,March 6 parade and Mayday Riot, Providence, 1993,Australiano,0.85
10287,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),38,Crash Worship,,Compilation,546,0,Crash Worship @ D Street Squat, NYC,Mexicano,0.85
10288,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,785,0,New Years Sobriety PowWow at the Bernalillo High School,Francês,0.9
10289,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,269,0,L Dragon,Francês,0.74
10290,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,213,0,~/~,Brasileiro,1.24
10291,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),35,Eric Lyon,,Compilation,890,0,Nuckear Solutions to 19th Century Problems,Português,1.11
10292,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,392,0,Track 24,Brasileiro,0.96
10301,158,Gench Concert Archives Vol. I,2442,Thomas Dimuzio,,Noise,855,0,20040220 San Luis Obispo, CA,Francês,0.9
10334,2526,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),2,Free Matter for the Blind,,Compilation,437,0,Radio broadcast, 1937,Espanhol,0.78
10336,158,Gench Concert Archives Vol. I,2442,Thomas Dimuzio,,Noise,1112,0,20040925 Sacramento, CA,Mexicano,0.7
10337,158,Gench Concert Archives Vol. I,2475,Thomas Dimuzio &amp,,,,,,Canadiano,1.12
10339,931,Live at WFMU on Liz B's Show on 7/14/2008,965,Los Fancy Free,,Psych-Rock,266,5,Bona's Psychedelic Breakfasst,Italiano,1.3
10345,1688,Live at WFMU 10/30/07 on Hatch's Show,127,Ed Askew,,,3145,7,The Accordion Man,Alemão,1.22
10346,601,Live at WFMU on Terre T's Show on 6/7/2002,584,Coachwhips,,Rock,237,10,Everybody Wants Some,Canadiano,0.83
10355,968,Live at WFMU on Scott McDowell's Show on 9/10/2008,1631,Unihabitable Mansions,,,396,4,I've Been Waiting A Long Time,Brasileiro,0.82
10356,2529,Edison Blue Amberol: 2536,2480,Joseph A. Phillips,01/01/1915,Old-Time / Historic,1827,0,My lady of the telephone: Dancing around,Chinês,1.26
10357,2530,Edison Blue Amberol: 2313,1679,Billy Murray,01/01/1914,Old-Time / Historic,4416,0,At the mermaids' fancy ball,Espanhol,0.98
10358,2531,Edison Blue Amberol: 1870,2481,Eugene C. Rose and George Rubel,01/01/1913,Old-Time / Historic,6629,0,The butterfly,Italiano,1.37
10360,2533,Edison Blue Amberol: 1884,1667,Ada Jones and Billy Murray,01/01/1913,Old-Time / Historic,3952,0,Rainbow,Indiano,0.94
10363,2535,Edison Blue Amberol: 2310,2482,Manuel Romain,01/01/1914,Old-Time / Historic,2527,0,She's dancing her heart away,Americano,0.76
10364,2536,Edison Blue Amberol: 2361,1667,Ada Jones and Billy Murray,01/01/1914,Old-Time / Historic,3437,0,The whistling coquette,Francês,0.7
10365,2537,Edison Blue Amberol: 2348,1681,National Promenade Band,01/01/1914,Old-Time / Historic,2175,0,Pepper pot (take 1),Indiano,1.03
10366,2538,Edison Blue Amberol: 2340,1681,National Promenade Band,01/01/1914,Old-Time / Historic,2086,0,Sans souci: Maxixe Bresilienne,Mexicano,0.73
10367,2539,Edison Blue Amberol: 2375,1679,Billy Murray,01/01/1914,Old-Time / Historic,4130,0,This is the life,Espanhol,1.27
10368,2540,Edison Blue Amberol: 2373,2484,Fred Duprez,01/01/1914,Old-Time / Historic,3320,0,Happy tho' married,Chinês,0.91
10370,2542,live from issue project room (4/4/09),2490,Elliott Sharp,,,792,1,syndakit,Americano,1.34
10373,2545,Murmuring Chaos,2491,Sodadosa,,Sound Collage,2503,4,Midnight Beam,Italiano,0.94
10374,2545,Murmuring Chaos,2491,Sodadosa,,Sound Collage,2679,2,Into the Fog,Alemão,1.15
10375,2545,Murmuring Chaos,2491,Sodadosa,,Sound Collage,2765,5,Torturing Mantra,Inglês,1.21
10376,2545,Murmuring Chaos,2491,Sodadosa,,Sound Collage,2240,3,Low Nightmare,Chinês,0.71
10377,2545,Murmuring Chaos,2491,Sodadosa,,Sound Collage,6104,1,Abandoned,Canadiano,0.83
10380,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,25724,1,Bah-num,Russo,1.32
10381,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,2312,2,Baron in the Trees,Português,0.86
10382,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,1697,3,New Dish Rag,Chinês,1.19
10383,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,2284,4,Graceless Lady,Português,1.39
10384,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,2053,5,Blood Mumble,Português,1.28
10385,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,1393,6,Curee,Japonês,0.91
10386,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,2491,8,The Birds &amp,Português,1.36
10387,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,1276,9,Tease it Like a Cop,Australiano,0.71
10388,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,2147,10,Night Lighter,Americano,1.26
10389,2547,Big Blood & The Bleedin' Hearts,77,Big Blood,,Folk,1489,11,Terrapin (oh! syd),Alemão,1.25
10391,2553,Justin Townes Earle - Live @ KEXP 4/6/09,2495,Justin Townes Earle,,Folk,1685,0,They Killed John Henry (Live @ KEXP),Brasileiro,1.04
10392,2554,Habib KoitÃ© - Live @ KEXP 3/30/09,926,Habib Koite,,African,5899,1,Barra (Live @ KEXP),Russo,1.31
10393,2556,Larytta - Live @ KEXP 3/15/09,2497,Larytta,,Electronic,386,1,Wonder Vendor (Live @ KEXP),Indiano,1.26
10394,2558,Asobi Seksu - Live @ KEXP 3/11/09,2498,Asobi Seksu,,Experimental Pop,1070,1,Sing Tomorrow's Praise (Live @ KEXP),Francês,0.76
10395,2559,Bobby Bare Jr. - Live @ KEXP 3/27/09,2788,Bobby Bare, Jr,,Rock,2135,1,Rock 'N' Roll Halloween (Live @ KEXP),Brasileiro,0.83
10396,2560,Robyn Hitchcock - Live @ KEXP 3/21/09,848,Robyn Hitchcock,,Rock,827,1,Up To Our Nex (Live @ KEXP),Italiano,0.94
10397,2561,Police Teeth - Live @ KEXP 3/17/09,2500,Police Teeth,,Punk,304,1,Big Hearts, Small Riffs (Live @ KEXP),Chinês,0.92
10398,2562,Elliott Brood - Live @ KEXP 3/19/09,2501,Elliott Brood,,Indie-Rock,802,1,The Valley Town (Live @ KEXP),Espanhol,1.02
10399,,,2502,ChahadÃ© SaadÃ©,,Middle East,,,,Indiano,1.12
<p>Record collectors are eccentric people. I donâ€™t even like the term â€œrecord collector.â€ Theyâ€™ve been parodied far too many times. Accurately, I might add. But I could not live with myself as a â€œcollectorâ€ without at least one person I could share sounds with. So, this blog is for my friends, stranger.</p>,,,,,,,Russo,0.71
<p>For the first installment, we have a beautiful oud solo which was recorded most likely in Syria, by the Lebanese oud player SaadÃ© ca. 1926 or so. It appears on a 10.5â€ record," but I doubt it was any later than the early 30s. According to reader """"pm","' this is a recording of the """"kurdilihicazkar saz semai of the late 19th century Istanbul Armenian composer Tatyos Efendi.""""</p>",,,,,,Francês,1.21
<p>For over a year, I believed this recording was made in Iran, due to the matrix number (etched into the 'dead wax') on the record, after digging through sources in the French language, I was able to determine that this player was indeed Lebanese,,,,,,Brasileiro,0.85
"<p><strong>Technical notes<br /></strong>Label: Odeon<br />Issue Number: X35285<br />Matrix Number: xES 381</p>""",1,10183,7644,,,,,,,Alemão,1.01
10401,,,2574,Unknown French Guinean group,,Field Recordings,,,,Português,1.0
<p>Despite being stunningly low-fi and tinny itâ€™s still a unique document.</p>,,,,,,,,,,Inglês,0.9
<p><strong>Technical Notes</strong><br />Label: Archives Internationales de Musique Populaire<br />Catalog Number: n/a<br />Matrix Number: n/a</p>,,,,,,,,,,Italiano,0.8
"<p><a href=""""http://excavatedshellac.wordpress.com/2007/04/14/chahade-saade-%E2%80%93-samaii-hijaz-kar-kurdi/""""></a></p>""",0,5004,4807,,,,,,,Australiano,0.99
10403,,,2506,Kwaku Addae and his Band,,African,,,,Francês,0.88
<p>The Zonophone label was the first to beginÂ large-scale recording of records by andÂ forÂ Africans, with their classic EZ series which began in 1929," and featured primarily West African artists (they had tiptoed into these waters some years earlier with a """"Zonophone Native Records"""" series). HMV started not soon after", there were at least two dozen other labels producing 78s for the African populace. Thousands of historic, beautiful recordings were made in nearly every single existing country and region. The history of African music on 78rpm,,,,,,Mexicano,1.07
"<p>This track by Kwaku Addae is sung in theÂ <a href=""""http://en.wikipedia.org/wiki/Twi"""">Twi language</a>", and was recorded in Ghana sometime between 1947 and 1955. It features lovely vocal harmonies, and some classic West African guitar picking.</p>,,,,,,,,Russo,1.13
<p>For more information on the early history of recording in Africa, I recommend the excellent article by Paul Vernon," <a href=""""http://www.bolingo.org/audio/texts/fr122savanna.html"""">Savannaphone</a>.</p>",,,,,,,,Espanhol,0.99
<p>And if you're interested in more early guitar music from West Africa," <a href=""""http://www.interstate-music.co.uk/heritage/htcd33.htm"""">this CD </a>from Heritage is also top notch", and thankfully still in print.</p>,,,,,,,,Chinês,0.77
"<p><strong>Technical Notes</strong><br /> Label: HMV<br /> Issue Number: JLK.1069<br /> Matrix Number: OAB 4203-1</p>""",0,5543,4580,,,,,,,Canadiano,1.12
10404,,,2507,Miguel Sagastume y Toribia Narbaiza,,Europe,,,,Italiano,1.22
<p>At first, this <em>baile vasco</em> starts off with a typically enjoyable folkdance melody featuring the <em>pandareta</em>, the Basque tambourine, the <em>triki-trixa</em>.</p>,,,,,,,Português,1.01
<p>But itâ€™s the beautifully jolting vocal performance by Ms. Narbaiza thatâ€™s the real stunner. Whether Columbiaâ€™s engineer, who recorded these musicians from Eibar in what seems to me to be the early 1930s, had the microphone up a little too close,,,,,,,,Francês,1.11
"<p><strong>Technical Notes</strong><br /> Label: Columbia<br />Issue Number: A 5181<br /> Matrix Number: C 8156-2</p>""",0,5835,5896,,,,,,,Chinês,1.24
10405,2569,Volume III,2248,Purple Duck,,Unclassifiable,1602,2,Wo Hin Ist Miene Wurst Gegangen?,Alemão,0.95
10406,2569,Volume III,2267,New Waver,,Unclassifiable,1488,3,My Miserablelife.Com,Português,1.05
10407,2569,Volume III,2510,Rank Sinatra,,Unclassifiable,3716,4,I'll Be There,Chinês,0.96
10408,2569,Volume III,2511,Eric Kuhlmann,,Unclassifiable,1787,6,Crazyhorse,Alemão,0.88
10409,2569,Volume III,2249,Toxic Lipstick,,Unclassifiable,1645,7,Punchingcones,Canadiano,1.35
10410,2569,Volume III,2325,Sweden,,Unclassifiable,2543,10,Whole Lotta,Mexicano,1.19
10411,2569,Volume III,2513,Christian Jonassen,,Unclassifiable,2410,12,Crazy,Australiano,1.29
10412,2569,Volume III,2266,Singing Sadie,,Unclassifiable,2865,13,Gloomy Sunday,Espanhol,1.12
10413,2569,Volume III,2515,Bad Tables,,Unclassifiable,2964,16,Hornsey Wood Ave 2 (Western Sydney),Mexicano,1.37
10414,2569,Volume III,2516,Question Mark,,Unclassifiable,1891,17,Shafted,Canadiano,1.04
10415,2569,Volume III,2285,Nora Keyes,,Unclassifiable,2657,18,Prisoner,Francês,0.94
10417,2571,Rocket to DNA,2247,dj smallcock,,,811,2,Rocket to DNA (Smallcock remix 4),Inglês,0.87
10419,2571,Rocket to DNA,2247,dj smallcock,,,838,4,Rocket to DNA (Smallcock remix 2),Francês,1.11
10421,,,2520,Maria Alice,,Fado,,,,Russo,0.83
"<p><a href=""""http://en.wikipedia.org/wiki/Fado"""">Much</a> <a href=""""http://paginas.fe.up.pt/~fado/eng/index-eng.html"""">has</a>Â <a href=""""http://music.guardian.co.uk/world/story/0",,2066126, some brief notes for those interested: the origins of the fado are muddy â€“ some say it originated from Portuguese sailors and their songs of longing for home (there are theories that the rhythm of the fado evolved from the lurching, rolling waves at sea). Others claim that the roots of the fado came from Brazil,,,,,,Australiano,0.86
<p>Several qualities are evident: a true fado is performed accompanied by a <em>guitarra </em>and a<em> viola da franca</em>. The <em>viola da franca</em> or <em>violÃ£o</em> is another name for the Spanish guitar. The <em>guitarra</em> is the name for a lute with a rounded sideboard and six double strings of wire. Perhaps most importantly," the fado is always accompanied by the inexpressible feeling of <em><a href=""""http://en.wikipedia.org/wiki/Saudade"""">saudade</a></em>. As folklorist and ethnographer Rodney Gallop put it in 1933*:</p>",,,,,,,,,Mexicano,0.84
<p><em>The true fado is always sad. Usually in the minor, it retains even in the major the melancholy character associated with the minor. It may be wild, finely exultant in its sadness,,,,,,,,Português,1.38
<p>This fado, uncollected on any CD, was recorded ca. 1929," a genuine <em>fadista </em>if there ever was one. (She is NOT to be confused with a <a href=""""http://www.palopafrica.co.uk/palop2/scene/maria.html"""">Cape Verdean singer</a> of the same name.) Iâ€™ve been able to find imported recordings of fados by Alice that were released in the late 1920s in the United States on the Brunswick label. Unsurprisingly"," little of her work has seen the light of day since. One track can be found <a href=""""http://www.cduniverse.com/search/xx/music/pid/6071169/a/Great+Women+Of+Fado+1925-1945.htm"""">here</a>",,,,,,Chinês,0.75
<p><strong>Technical Notes</strong><br /> Label: Polydor<br /> Issue Number: P 44233<br /> Matrix Number: 2758 BK</p>,,,,,,,,,,Espanhol,1.0
<p>*Gallop," Rodney. â€œThe Fado (The Portugese Song of Fate).â€ The Musical Quarterly 19/2 (1933): 199-213.</p>""",0,pt,12087,,,,,,Espanhol,1.0
10422,2573,Consummation,2247,dj smallcock,,Noise,,,,Japonês,1.27
<p>I only found out about the competition on the last day of submissions while on my first tour in Japan in 1997 while checking out fliers in an Osaka record store.</p>,,,,,,,,,,Mexicano,1.04
<p>Luckily Otomo was playing at bears that night so i brought the album went back to my accomodation, connected teh CD and its covers to my mortorised turntables and destroyed them with my skewers in well a minute and 33 seconds to produce this and analogue remix of a digital album," by playing the surface of teh CD rather than the digital data of the CD itself. The rules stating that the CD had to be the only source material used so I guess it must have been ok as Otomo loved it and made it the opening track.</p>""",2513,en,,,,,,Mexicano,1.27
10423,,,2521,Qasim,,Asia-Far East,,,,Inglês,1.03
<p>Gaisberg (1873-1951) is a giant in the history of recorded sound. Not only was he one of the very first â€œproducersâ€ of music on record, he also helped standardize the speed (78, or more precisely, in 1902 -Â one yearÂ beforeÂ he became the first engineer to produce records for emerging Asian markets.</p>,,,,,,,Australiano,0.88
<p>At this early stage in Malaysia, very few people could afford Gramophone discs, much less a player. Those who could afford them included British officers and business owners, the presence of numerous record companies in the region by 1920 proves the market was widening substantially. As if it even needs to be said, however,,,,,,Brasileiro,1.23
<p>If you are interested in the life of Fred Gaisberg," check out <a href=""""http://www.amazon.com/Sound-Revolutions-Biography-Commercial-Recording/dp/1860742351/ref=sr_1_1/103-2595753-7646210?ie=UTF8&amp",,,,,,,,,Chinês,1.24
"<p><strong>Technical Notes</strong><br /> Label: Gramophone<br /> Issue Number: 2-12050<br /> Matrix Number: E 1860</p>""",0,5572,5150,,,,,,,Australiano,0.99
10424,,,2523,Sanusi dengan Orkes Kerontjong Sinar Djakarta,,Asia-Far East,,,,Australiano,1.26
<p>Krontjong (inÂ relatively equal amounts spelledÂ <em>kronjong</em>, <em>kroncong</em>, <em>keroncong</em>, and is an urban folk music. Ethnomusicologists would call it a syncretic music, as it developed over time from a variety of cultural influences,,,,,,Americano,1.14
<p>Known for its languid rhythm, Hawaiian â€œwalking guitar,â€ and partially improvised violin runs, but musically hit its stride and popularity in the 1930s. By the 1940s, independent Indonesian labels began to appear such as Dendang (pictured here),,,,,,Alemão,0.83
<p>In my personal experience, Iâ€™ve found it difficult to track down much krontjong on 78 outside of Indonesia, nor has much, early krontjong music been re-released on CD. Iâ€™ve always found it unique - it often sounds like two bands playing completely separate arrangements of the same song, and somehow landing on their feet.</p>,,,,,,Italiano,0.93
<p>For more information on the history of krontjong, take a peek at pages 207-210 of Peter Manuelâ€™s essential text," <a href=""""http://www.us.oup.com/us/catalog/general/subject/Music/WorldMusicEthnomusicology/?view=usa&amp",,,,,,,,Mexicano,1.24
"<p><strong>Technical Notes</strong><br /> Label: Dendang<br /> Issue Number: XBK.007<br /> Matrix Number: IMC.302</p>""",0,11144,7015,,,,,,,Russo,1.18
10425,,,2524,Chikha Aicha El Hertitia,,North African,,,,Francês,1.21
<p>This fantastic and spirited jam was recorded betweenÂ July 22nd and July 24th,1929,Â by Gramophone engineer Harold Fleming on a trip to Casablanca. The title, is a transliteration of the Arabic â€œAre you from Casablanca?â€ The female singers are accompanied by violin and percussion (bongos or a dumbek).</p>,,,,,,,Australiano,0.99
<p>(Thanks to Abdelali for the title translation.)</p>,,,,,,,,,,Chinês,1.05
"<p><strong>Technical Notes</strong><br /> Label: HMV<br /> Coupling Number: K-4631<br /> Face Number: 50-2114-G<br />Matrix Number: BS-4219<br /> Other: M3-43689</p>""",0,10031,8356,,,,,,,Alemão,1.03
10426,2577,Ministry of Shit,2247,dj smallcock,,Experimental,673,2,Curse Of The Smallcock,Japonês,1.05
10427,2577,Ministry of Shit,2427,Toecutter,,Breakcore - Hard,1189,9,Shit On Me,Russo,1.23
10429,,,2527,Iriarte and Pesoa,,Old-Time / Historic,,,,Francês,0.99
<p>A fine example is performed here, by Rafael Iriarte and Rosendo Pesoa, recorded for Odeon in the mid-1920s. Iriarte (whose nickname was â€œThe Ratâ€)Â recorded a number of duets during this period both with Pesoa and with Jose Maria Aguilar, but again, for me itâ€™s the folk material that stands out. He died in 1961.</p>,,,,,,Indiano,0.79
<p>If youâ€™re interested in more work by Iriarte," check <a href=""""http://www.interstate-music.co.uk/harlequin/hqcd114.htm"""">this CD</a>.</p>",,,,,,,,,Português,0.79
"<p><strong>Technical Notes</strong><br /> Label: Disco Nacional<br /> Issue Number: 9610<br /> Matrix Number: E 1901</p>""",1,10899,9077,,,,,,,Americano,1.06
10431,2580,Maschinenstil,2528,Merzbow,,,1590,2,Shin Kawasaki,Italiano,0.78
10432,2581,Volume II,2281,Bradbury,,Experimental,608,17,I Like Ike (84),Alemão,1.24
10433,2581,Volume II,2267,New Waver,,Experimental,604,5,Chadstone,Indiano,1.08
10434,2581,Volume II,2531,Damien Gooley,,Experimental,913,4,Fat Fuckin Weird Ugly Cunt,Canadiano,1.15
10435,2581,Volume II,2532,Funky Terrorist,,Experimental,1411,3,Paku Paku,Espanhol,1.04
10436,2581,Volume II,2536,Melt Banana,,Experimental,1022,2,Flash Section,Chinês,0.97
10437,2581,Volume II,2290,The Spazmodics,,Experimental,817,9,Me Samsum,Francês,1.15
10438,2583,The Grove,77,Big Blood,,Folk,1379,2,Little Lepers,Mexicano,1.07
10439,2583,The Grove,77,Big Blood,,Folk,1728,3,In The Light Of The Moon,Canadiano,0.79
10440,2583,The Grove,77,Big Blood,,Folk,1381,4,No Gravity Blues,Mexicano,1.11
10441,2583,The Grove,77,Big Blood,,Folk,1389,5,In The Shade,Português,1.08
10442,2583,The Grove,77,Big Blood,,Folk,1908,6,Something Brighter Than The News,Australiano,1.04
10443,2583,The Grove,77,Big Blood,,Folk,1281,7,Beast (1 Beast),Russo,1.23
10444,2583,The Grove,77,Big Blood,,Folk,1117,8,Restless Purity,Indiano,1.05
10445,2583,The Grove,77,Big Blood,,Folk,991,9,Saints &amp,Americano,1.27
10447,2583,The Grove,77,Big Blood,,Folk,1345,10,Low Gravity Blues,Mexicano,0.75
10448,2584,A Streams Area or: Watershed,2492,Uke of Spaces Corners,,Folk,717,1,Northside the Emrald Triangle,Português,1.28
10449,2584,A Streams Area or: Watershed,2492,Uke of Spaces Corners,,Folk,1478,2,Tributaries,Inglês,0.98
